website.url,mainBusinessLine.descriptions
ruosniemi.fi,Activities of sport clubs
www.veljeksethokkanen.fi,Logging
www.peconra.fi,Construction of residential and non-residential buildings
www.allomeera.fi,Wholesale of lorries and other heavy motor vehicles
http://www.magis.com,Other information technology and computer service activities
www.jukkapackalen.fi,Agents involved in the sale of a variety of goods
www.pcbi.fi,"Plumbing, heat and air-conditioning installation"
www.personalbalance.fi,Other educational institutions
www.kuljetusliikeeinosavolainen.fi,Freight transport by road
www.casaaldea.fi,General cleaning of buildings
https://tilitoimistohautala.fi,Book-keeping and closing-of-accounts activities
www.casagusto.fi,"Non-specialised wholesale of food, beverages and tobacco"
www.gladstone.fi,"Motion picture, video and television programme production activities"
www.arcticvolley.fi,Activities of sport clubs
www.allwatec.com,Other construction activities
www.emsoy.fi,Machining
www.nttoy.com,Manufacture of metal structures and parts of structures
www.dafecor.fi,Wholesale of textiles
www.rukansalonkilomat.fi,Combined facilities support activities
www.tilikiinteisto.com,Management of real estate on a fee or contract basis
www.kiehkura.com,Hairdressing activities
www.visiorex.com,Public relations and communication activities
www.ett.fi,Research and development on other natural sciences
www.aurinko-optiikka.fi,Retail sale of optical goods
www.basin.fi,Construction of residential and non-residential buildings
www.rovaniemenmaster.fi,Retail sale of cars and light motor vehicles
www.artoy.fi,Wholesale of tools and materials
www.adapterikeskus.fi,"Manufacture of instruments and appliances for measuring, testing and navigation"
www.sporttiveikot.fi,Retail sale of clothing in non-specialized stores
www.helko.fi,"Other professional, scientific and technical activities"
www.huvipaja.fi,Support activities to performing arts
www.paamaara.com,Business and other management consultancy activities
www.hakonen.fi,Removal services
www.gmp.fi,Pre-press and pre-media services
WWW.tptaksi.fi,Taxi operation
www.pietila.com,Other printing
www.recplay.fi,Advertising agency activities
www.alandsvindenergi.ax,Production of electricity with hydropower and wind power
www.kouvolanrakennuspalvelu.com,Construction of residential and non-residential buildings
www.newstep.fi www.yrityssenssit.fi,Business and other management consultancy activities
www.capesland.fi,Business and other management consultancy activities
www.teraskulma.com,Legal representation activities
www.paraslukko.com,Other specialised construction activities n.e.c.
www.tampereenmusiikki.fi,Retail sale of musical equipment and supplies
www.hennax.fi,Combined office administrative service activities
www.hautaustoimistoenonkoski.fi,Funeral and related activities
www.soderbergpartners.fi,Activities of insurance agents and brokers
www.studioaudio.fi,Advertising agency activities
www.liuskemestarit.fi,Quarrying of slate
www.karjalanbetoni.fi,Manufacture of concrete products for construction purposes
www.agcopower.com,Manufacture of motor vehicles
www.a-asennuspalvelu.fi,Fur farming
www.ekonia.fi,Town and city planning
www.tehopari.com,Roofing activities
www.tabox.fi,Repair and maintenance of metal working machines and other machine tools
www.taksi71.fi,Taxi operation
www.niemisensora.fi,Site preparation
www.oiltanking.com,Warehousing and storage
www.telko.com,Wholesale of chemical products
www.dorrit.fi,"Processing and preserving of fish, crustaceans and molluscs"
www.norra.fi,Construction installation n.e.c.
www.perukirjat.fi,Other legal activities
www.sanasilta.fi,Translation and interpretation activities
www.lopenvuokratalot.fi,Letting of other real estate
www.hypcom.fi,Manufacture of other general-purpose machinery n.e.c.
www.balancesystems.fi,Book-keeping and closing-of-accounts activities
www.jl-levytekniikka.fi,Manufacture of other fabricated metal products n.e.c.
www.suomenviihderavintolat.fi,Restaurants
www.dinworks.fi,Manufacture of other general-purpose machinery n.e.c.
www.zerust.fi,Manufacture of other chemical products n.e.c.
www.humitec.fi,Wholesale of machinery and equipment n.e.c.
Www.ilma-ahti.fi,"Plumbing, heat and air-conditioning installation"
http://www.tt-paja.fi/,Other specialised construction activities n.e.c.
www.raktacon.fi,Development of building projects
www.mhy.fi/kaakko,Support services to forestry
www.productum.fi,Television programming and broadcasting activities (excl. pay television channels)
www.suvilahdenautopurkaamo.fi,Wholesale of waste and scrap
www.arkta.fi,Construction of residential and non-residential buildings
www.kukkakappapuntti.fi,Wholesale of flowers and plants
www.tervaleppa.fi,Wholesale of wood products
www.gema-plan.fi,Architectural activities
www.kuuselanpuutarhamalinen.fi,Retail sale of flowers
www.asuntoon.fi,Real estate agencies
www.eurorecords.fi,Show production and management activities
www.minikaivin.fi,Freight transport by road
www.systevo.fi,Computer programming activities
www.rp.fi,Book-keeping and closing-of-accounts activities
www.hansel.fi,Agents involved in the sale of a variety of goods
www.laukaanbetoni.com,Letting of other real estate
www.pumpulipoiju.fi,Physiotherapy
www.advocorp.fi,Computer programming activities
www.ohjelmistot.com,"Retail sale of computers, peripheral units and software in specialised stores"
www.golfgamebook.com,Activities of sport clubs
www.lacocare.fi,Other educational institutions
www.digiway.com,Computer consultancy activities
www.alpiski.fi,Letting of other real estate
www.kurjenlento.fi,Show production and management activities
www.ipartners.fi,Market research and public opinion polling
www.larsen57.fi,Business and other management consultancy activities
www.glocon.fi,Wholesale of metals and metal ores
www.paallikot.fi,Book-keeping and closing-of-accounts activities
www.pinelux.fi,Wholesale of wood products
www.aikamedia.fi,Publishing of newspapers
www.devexor.com,Construction of utility projects for electricity and telecommunications
https://www.implantona.fi/,Wholesale of diagnostic instruments and medical and orthopaedic equipment
www.asemafysio.fi,Physiotherapy
www.ionphase.fi,Manufacture of plastics in primary forms
www.lufthansa-cargo.com,Freight air transport
www.orimattilantasaeriste.fi,"Plumbing, heat and air-conditioning installation"
www.paakarinpysakki.fi,Manufacture of bread; manufacture of fresh pastry goods and cakes
https://toololaisenkulttuurikerho.fi/,Activities of other membership organisations n.e.c.
www.oulunenergia.fi,Combined heat and power production
www.are.fi,"Plumbing, heat and air-conditioning installation"
www.anki.fi,Other retail sale via mail order houses and net commerce
www.strongs.fi,Operation of sports facilities
www.topsafe.fi,Wholesale of machinery and equipment n.e.c.
www.interdialogi.fi,Organisation of conventions and trade shows
www.ilmi.fi,"Data processing, hosting and related activities"
www.transpeter.fi,Translation and interpretation activities
www.deloitte.fi,Auditing services
www.vakkaisannointi.fi,Book-keeping and closing-of-accounts activities
www.mikahuttunen.com,Site preparation
www.tukiainengroup.fi,Other specialised construction activities n.e.c.
www.asuntosektori.fi,Real estate agencies
www.muuttoturku.com,Freight transport by road
www.pihlatek.fi,Repair of computers and peripheral equipment
www.viihdemaailma.fi,Show production and management activities
www.ecoautocare.fi,Maintenance and repair of motor vehicles (excl. tyres)
www.taksijamsa.fi,Taxi operation
www.vuokratalot.fi,Letting of other real estate
www.kirkkonummenvuokra-asunnot.fi,Letting of other real estate
www.enercotek.fi,Wholesale of electrical equipment and supplies
https://jargon.fi,Computer consultancy activities
www.euromite.fi,Book-keeping and closing-of-accounts activities
www.scaninno.fi,Computer programming activities
www.deugro.com,Forwarding and freighting
www.remonttipalveluthelsinki.fi,Construction of residential and non-residential buildings
www.weckroth.fi,Electrical installation
www.ismosoininen.com,Construction of residential and non-residential buildings
www.sophiesentertainment.com,Business and other management consultancy activities
www.annerman.fi,Wholesale of wood products
www.psk-tarrat.fi,Wholesale of stationary and other office supplies
www.icf.fi,Wholesale of diagnostic instruments and medical and orthopaedic equipment
www.biomar.com,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
www.helsinginpainopalvelut.fi,Book publishing
www.peraseinajoenfysiokeskus.fi,Physiotherapy
www.gea.com,Wholesale of other machinery for use in industry
www.braxtonclothing.fi,Non-specialized wholesale
www.finsecpro.com,"Other professional, scientific and technical activities"
www.tunturitecelectric.com,Electrical installation
www.usmin.com,Wholesale of diagnostic instruments and medical and orthopaedic equipment
www.kivistoconsulting.fi,Business and other management consultancy activities
www.zandora.fi,Wholesale of beverages
www.taikomo.com,Other advertising activities
www.helpp.fi,Book-keeping and closing-of-accounts activities
www.kiriprintti.fi,Book publishing
www.ktn.fi,Combined facilities support activities
www.idefix.fi,Repair of furniture and home furnishings
www.vesiosuuskunnat.fi/kettelin_vesiosuuskunta,"Water collection, treatment and supply"
www.ajo-opistosinisalo.com,Driving school activities
www.lango-home.com,Agents involved in the sale of a variety of goods
www.railmit.fi,Wholesale n.e.c.
www.vuokratalot.net,Operation of dwellings and residential real estate
t2.fi,Computer consultancy activities
lvi-marjanen.fi,"Plumbing, heat and air-conditioning installation"
www.datarocks.fi,Technical and vocational secondary education
euroexime.com,Agents involved in the sale of timber and building materials
www.redone.fi,Non-scheduled bus and motor-coach transport
www.finnishchinaconsulting.com,Business and other management consultancy activities
www.ironmountain.fi,Other information service activities n.e.c.
www.ninelives.fi,Ambulance service
www.converttampere.fi,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
www.serak.fi,Construction of residential and non-residential buildings
www.quokkakotka.fi,Book-keeping and closing-of-accounts activities
www.simo.fi,Letting of dwellings
www.peltityotkuula.fi,"Plumbing, heat and air-conditioning installation"
www.power.fi,Retail sale of electrical household appliances in specialised stores
www.eurostep.com,Computer programming activities
www.kuva-paavo.fi,Retail sale of photographic equipment; photography services
www.fregatti.fi,Travel agency activities
www.goofinrecords.fi,Wholesale of radio and television goods
www.sonictools.fi,Manufacture of other general-purpose machinery n.e.c.
www.sepeli.fi,Freight transport by road
www.torstenholm.fi,Site preparation
www.ohelenius.fi,Freight transport by road
www.eko-instrumentti.fi,Remediation activities and other waste management services
www.narpesrenhallning.fi,Collection of non-hazardous waste
www.conmark.com,Wholesale of other machinery for use in industry
www.primaverainteriors.fi,Show production and management activities
www.pointcool-service.fi,Repair and maintenance of other special-purpose machines
www.kh-tili.fi,Book-keeping and closing-of-accounts activities
www.asianajotoimistolindell.fi,Legal representation activities
www.candelaimport.fi,Wholesale of electrical equipment and supplies
www.pasitrans.fi,Freight transport by road
www.phtili.fi,Book-keeping and closing-of-accounts activities
www.virranta.fi,"Plumbing, heat and air-conditioning installation"
www.oiltek.fi,"Plumbing, heat and air-conditioning installation"
www.valonokia.com,Direct and outdoor advertising activities
www.mangrove.fi,Construction of residential and non-residential buildings
deveplan.fi,Business and other management consultancy activities
www.autotarget.fi,Retail sale of cars and light motor vehicles
www.handiman.fi,Other building completion and finishing
www.ajanpuu.fi,Physical well-being activities
www.salesutd.com,Business and other management consultancy activities
www.korupaja.com,Wholesale of watches and jewellery
www.peartek.fi,"Manufacture of electric motors, generators and transformers"
www.litorale.fi,Book publishing
www.finnkone.fi,Wholesale of machinery and equipment n.e.c.
www.cdiem.fi,Advertising agency activities
www.kuusitunturi.fi,Electrical installation
honeymonsters.fi,Child day-care homes
www.tikosgolf.com,Retail sale of sports equipment and bicycles
www.jonelec.com,Agents involved in the sale of a variety of goods
www.sahkoinsinooritoimisto.fi,Electrical engineering design
www.salokorpi.com,Business and other management consultancy activities
www.liuttu.com,Freight transport by road
www.puulevy.fi,Sawmilling and planing of wood
www.lepokoti.fi,Residential nursing care activities for the elderly
www.baseinformation.fi,Computer programming activities
www.oxline.fi,Freight transport by road
www.esperi.fi,Residential care activities for mental health
www.ilp-group.fi,Forwarding and freighting
www.rannikonmikro.fi,"Retail sale of computers, peripheral units and software in specialised stores"
www.kattivankkuri.fi,Activities of other membership organisations n.e.c.
www.mir-sahko.fi,Electrical installation
www.jetwash.fi,Maintenance and repair of motor vehicles (excl. tyres)
www.siniplaneetta.fi,Book publishing
oivas.fi,Business and other management consultancy activities
www.academicbusinessconsulting.fi,Business and other management consultancy activities
www.wenda.fi,Wholesale of machine tools
www.iat-isannointi.fi,Management of real estate on a fee or contract basis
www.triston.fi,"Other financial service activities, except insurance and pension funding n.e.c."
www.lahdenverhoilutyo.fi,Manufacture of other furniture
rm-lattiat.fi,Construction of residential and non-residential buildings
www.covex.fi,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
www.jylpynautomaalaus.fi,Maintenance and repair of motor vehicles (excl. tyres)
www.kotkantilipalvelu.fi,Book-keeping and closing-of-accounts activities
www.golla.com,Other manufacture of products n.e.c.
www.harkonsalovesa.fi,Business and other management consultancy activities
www.sumuvuori.com,Retail sale of cars and light motor vehicles
www.helsinginprojektit.fi,Construction of residential and non-residential buildings
www.arc-viva.com,Architectural activities
www.megatrex.com,Manufacture of machinery for paper and paperboard production
www.sataosaajat.fi,Other business support service activities n.e.c.
www.proyhtiot.fi,Electrical engineering design
www.verkkovirtuoosi.fi,Book publishing
www.kurmakka.fi,Business and other management consultancy activities
www.nemea.fi,Computer consultancy activities
www.ylojarvenkeilahalli.fi,Operation of sports facilities
www.peikkometsanratsastuskoulu.fi,Sports and recreation education
www.confiar.fi,Business and other management consultancy activities
www.idearesepti.fi,Retail sale of gift articles and hobby materials
www.onstage.fi,Show production and management activities
www.014-kuljetus.fi,Freight transport by road
www.rakmaster. fi,Construction of residential and non-residential buildings
www.sampo-aidat.fi,Machining
www.x-paja.fi,Combined facilities support activities
www.putkityokalu.fi,Non-specialized wholesale
www.valmennusmaailma.fi,Show production and management activities
www.lasityo.fi,Glazing
www.tekantti.fi,Computer consultancy activities
www.btlimited.fi,Computer programming activities
www.elektrolind.fi,Wholesale of electrical equipment and supplies
www.maantec.fi,Wholesale of lorries and other heavy motor vehicles
www.astq.fi,"Other professional, scientific and technical activities"
www.vtm.fi,Business and other management consultancy activities
www.allchem.fi,Freight transport by road
www.jya.fi,Real estate agencies
www.also.fi,"Wholesale of computers, computer peripheral equipment and software"
www.sermatech.fi,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
www.creacomp.fi,Computer consultancy activities
www.analystica.fi,Computer programming activities
www.majakkalaiva.fi,Restaurants
www.ritmacon.fi,Wholesale of machinery and equipment n.e.c.
www.marhill.com,Mechanical and process engineering design
www.elektori.com,Retail sale of electrical supplies and lighting
www.ensimetri.fi,Business and other management consultancy activities
www.hyotyo.fi,Business and other management consultancy activities
www.kumina.com,Performing arts
www.viialankiinteistohuolto.fi,Combined facilities support activities
www.htg-asfaltti.fi,Construction of roads and motorways
www.ht-toimistokalusteet.fi,Wholesale of office furniture
https://www.youtube.com/c/patrikraski,"Motion picture, video and television programme production activities"
www.puredesign.fi,Interior design activities
pineline.com,"Manufacture of soap and detergents, cleaning and polishing preparations"
www.sivuprint.fi,Pre-press and pre-media services
www.teakkeri.fi,Retail sale of gift articles and hobby materials
www.tekniikankaantajat.fi,Translation and interpretation activities
www.mallvoice.com,Media representation
www.ktautovalitys.com,Retail sale of cars and light motor vehicles
www.sodankylantili.fi,Book-keeping and closing-of-accounts activities
www.studiodecor.fi,Wholesale of wallpaper and floor coverings
www.rthl.fi,Construction of residential and non-residential buildings
www.nordhaven.com,"Other professional, scientific and technical activities"
www.visitkoli.fi,Buying and selling of own real estate
www.4x4shop.fi,Wholesale of motor vehicle parts and accessories (excl. tyres)
www.celifer.com,Business and other management consultancy activities
www.quercusvir.fi,"Other activities auxiliary to financial services, except insurance and pension funding"
www.masatekstiili.com,Wholesale of textiles
www.fjader.fi,Site preparation
www.keskustieto.com,"Wholesale of computers, computer peripheral equipment and software"
https://www.majoituskuukkeli.fi,Retail sale in self-service stores (over 100 m¦ but not more than 400 m¦)
www.aripe.fi,Development of building projects
www.saskitek.fi,Combined facilities support activities
www.virtor.fi,"Manufacture of other tanks, reservoirs and containers of metal"
www.viander.fi,Site preparation
www.rengaskanava.fi,Retail sale of motor vehicle parts and accessories (excl. tyres)
www.isotaloky.fi,Freight transport by road
www.nykopp.com,Organisation of conventions and trade shows
www.housemarque.com,Computer programming activities
www.respace.fi,Architectural activities
www.hannunkalusteverstas.com,Graphic design activities
www.edapco.fi,Computer programming activities
www.savilinna.fi,Industrial design activities
www.quick-tech.fi,"Wholesale of computers, computer peripheral equipment and software"
www.kataikko.fi,Wholesale of plumbing and heating equipment and supplies
www.zedimex.fi,Electrical installation
www.hetemark.fi,Maintenance and repair of motor vehicles (excl. tyres)
www.futispori.fi,Wholesale of sports goods
www.pinja.com,Computer programming activities
www.sahkotiimi.com,Electrical installation
www.kujansuupalvelut.fi,General cleaning of buildings
www.alandsmejeriet.fi,"Non-specialised wholesale of food, beverages and tobacco"
www.umyhtiot.fi,Combined office administrative service activities
"www.tyohyvinvointipalvelut, www.terveyskunto.fi",Other health care services
www.fysikantti.fi,Other social work activities without accommodation n.e.c.
ajopelit.fi,Retail sale of cars and light motor vehicles
www.olikosnaulakot.fi,Non-specialized wholesale of construction materials
www.ispk.fi,Letting of dwellings
www.yrityskaupat.net,Other accounting activities
www.vuokratrukit.fi,Wholesale of other machinery for use in industry
www.enbuske.fi,Auditing services
www.aleksinkivi.fi,Non-specialized wholesale of construction materials
www.betker.fi,Manufacture of refractory products
www.talousporssi.fi,Retail sale of household articles
www.esamedia.fi,Business and other management consultancy activities
www.mediatuote.fi,Advertising agency activities
www.a1autovari.fi,Maintenance and repair of motor vehicles (excl. tyres)
www.protoppex.com,Computer programming activities
www.mspalvelut.fi,"Other retail sale of hardware, plumbing and building materials"
suinula.jamsa.fi,Activities of other membership organisations n.e.c.
www.timehostel.fi,"Motels, guest houses and similar accommodation"
www.amy.fi,Show production and management activities
www.the-amigos.fi,Restaurants
www.halonen.fi,Retail sale of clothing in non-specialized stores
www.kauppiaitten.com,Wholesale of stationary and other office supplies
www.barohana.fi,Restaurants
finnsailio.fi,Other architectural and engineering activities and related technical consultancy
www.refresco.fi,Manufacture of soft drinks; production of mineral waters and other bottled waters
www.lamit.fi,Computer programming activities
www.jaccara.com,Manufacture of medical and dental instruments and supplies (excl. dentures)
www.lohimesta.fi,"Retail sale of fish, crustaceans and molluscs in specialised stores"
www.kaiku.fi,Other educational institutions
www.finlandiahotels.fi,Business and other management consultancy activities
WWW.LISALEHTI.FI,Other business support service activities n.e.c.
www.aprt.fi,Architectural activities
www.kotiset.fi,"Retail sale of computers, peripheral units and software in specialised stores"
www.studioweissi.fi,Photographic studio and other photographic activities
www.littek.fi,Repair and maintenance of other special-purpose machines
www.soisalonliikenne.com,Non-scheduled bus and motor-coach transport
www.nostorent.fi,Renting and leasing of construction and civil engineering machinery and equipment
www.goodnews.fi,Architectural activities
www.eaglefilters.fi,Wholesale of plumbing and heating equipment and supplies
www.bonussystems.fi,Wholesale of other office machinery and equipment
experiencepyha.fi,Operation of dwellings and residential real estate
www.helsinginliftiteam.net,Manufacture of lifting and handling equipment
www.francoiseboutique.fi,Retail sale of women's clothing
www.ootb.de,Retail sale of sports equipment and bicycles
www.kspt.fi,"Installation of heat, sound and vibration insulation"
www.laertestoimitilat.com,Letting of other real estate
www.docsolutions.fi,"Retail sale of computers, peripheral units and software in specialised stores"
www.redin.fi,Repair of electrical equipment
www.endomines.com,Other mining and quarrying n.e.c.
www.ikaalistenambulanssipalvelu.fi,Ambulance service
www.investlapua.fi,Letting of other real estate
www.ilonapelli.com,Industrial design activities
www.stips.fi,"Manufacture of instruments and appliances for measuring, testing and navigation"
www.onnenmyyra.net,Child day-care homes
www.karkimedia.fi,Advertising agency activities
www.sappax.fi,Manufacture of tools
www.lineartec.fi,Manufacture of lifting and handling equipment
www.koskigroup.fi,Business and other management consultancy activities
www.jra-sahko.fi,Electrical installation
www.taikahetki.fi,Photographic studio and other photographic activities
www.wom.fi,Business and other management consultancy activities
www.ounen.fi,Electrical engineering design
www.routemaster.fi,Construction of residential and non-residential buildings
www.iv-team.fi,"Plumbing, heat and air-conditioning installation"
www.salaojituksetleppinen.fi,Other civil engineering n.e.c.
www.tamisy.com,Retail sale of a wide array of products via mail order houses and net commerce
www.conenor.com,Research and development on engineering and technology
www.pakukympillä.fi,Renting and leasing of cars and light motor vehicles
www.nanofax.fi,Retail sale of stationary and office supplies
www.sahkokonehuolto.fi,Electrical installation
www.hylky.fi,Manufacture of paper and paperboard
www.puustelli.fi,"Wholesale of furniture, carpets and lighting equipment"
www.willmaster.fi,Construction of residential and non-residential buildings
www.araneus.fi,Computer programming activities
www.tesi.fi,"Other financial service activities, except insurance and pension funding n.e.c."
www.idealist.fi,"Other professional, scientific and technical activities"
www.nrcgroup.fi,Construction of railways and underground railways
www.temarsi.com,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
www.maalausturku.fi,Painting
www.kellgrenslaxfiskar.fi,Marine fishing
www.specim.fi,"Manufacture of instruments and appliances for measuring, testing and navigation"
www.mills.fi,Wholesale of drugs
www.pulsedrive.fi,Sound recording and music publishing activities
www.ak-matkat.fi,Travel agency activities
www.emer.fi,Business and other management consultancy activities
www.diktaattori.fi,Book publishing
www.voiceover.fi,Advertising agency activities
ryonanvesi.fi,"Water collection, treatment and supply"
www.sxrakennus.fi,Construction of residential and non-residential buildings
muotimaailma.fi,Other advertising activities
www.tietotalo.fi,"Data processing, hosting and related activities"
www.railcraft.eu,Freight rail transport
www.jetico.com,Computer programming activities
jokisauma.fi,Construction of residential and non-residential buildings
www.multitronic.fi,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
www.lievestuoreenpalvelukoti.fi,Sheltered housing activities for the disabled (excl. sheltered housing activities for mental retardation)
www.kunnonkeskus.fi,Fitness facilities
www.malary.fi,Activities of other membership organisations n.e.c.
www.castanocapital.com,"Other financial service activities, except insurance and pension funding n.e.c."
www.driveco.fi,Business and other management consultancy activities
www.rocksound.fi,Show production and management activities
www.ekopress.fi,Book-keeping and closing-of-accounts activities
www.psykoterapeutit-okt.fi,Other human resources provision
www.da-group.fi,Mechanical and process engineering design
www.amigosmedia.fi,"Motion picture, video and television programme production activities"
www.puuhevonen.com,Manufacture of other furniture
www.mhs-asennus.fi,"Plumbing, heat and air-conditioning installation"
www.eps-harkko.fi,Non-specialized wholesale
www.tikkamaenhuolto.fi,Combined facilities support activities
www.masspap.fi,Manufacture of machinery for paper and paperboard production
www.nclean.fi,General cleaning of buildings
https://kasvistieto.fi/,Business and other management consultancy activities
www.friskbris.fi,Publishing of journals and periodicals
www.selanmetalli.fi,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
www.tulosnurkka.fi,Book-keeping and closing-of-accounts activities
www.linnanpallo.fi,Activities of sport clubs
www.managerhouse.com,Secretarial and other specialised office support activities
www.pietet.fi,Funeral and related activities
www.ak-lattiat.fi,Floor and wall covering
www.mrpeny.fi,Renting and leasing of agricultural machinery and equipment
www.keupa.fi,Operation of sports facilities
www.aurinkokodit.fi,Construction of residential and non-residential buildings
www.ehmp.fi,Electrical engineering design
www.konepankki.com,Wholesale of other machinery for use in industry
www.hkk-kuljetus.fi,Freight transport by road
www.tuuslaulajat.com,Performing arts
www.lekita.fi,Wholesale of perfume and cosmetics
www.kaiska.fi,"Plumbing, heat and air-conditioning installation"
www.apacsfinland.com,Retail sale of sports equipment and bicycles
www.turunpsykiatripalvelu.fi,Specialist medical practice activities
www.tilitoimistoesse.fi,Book-keeping and closing-of-accounts activities
www.kymecon.fi,Other specialised construction activities n.e.c.
www.temotek.fi,Construction of residential and non-residential buildings
www.merensini.fi,Development of building projects
www.teke.fi,Treatment and coating of metals
www.tampereenviinitukku.fi,Wholesale of beverages
www.mondelin.fi,Wholesale of clothing and footwear
www.jampelti.fi,Construction of residential and non-residential buildings
www.normi.fi,Site preparation
www.desnetti.fi,Business and other management consultancy activities
www.dailyrehab.fi,Wholesale of diagnostic instruments and medical and orthopaedic equipment
aliksir.fi,Retail sale of health food
www.raute.com,Business and other management consultancy activities
www.tenojoki.fi/tenontunturituvat,Other reservation service and related activities
www.anninjuhla.fi,Event catering activities
www.vivos.fi,Restaurants
www.kehakon.fi,Civil engineering activities
www.arjessa.fi,Sheltered housing activities for the elderly
www.kotkatec.fi,Electrical installation
kymenparkettisaneeraus.fi,Floor and wall covering
www.kuopiontakuutarra.fi,Advertising agency activities
www.lakiekonomit.fi,Legal advisory activities
www.oranenturklin.fi,Industrial design activities
www.hojohojo.fi,Restaurants
www.hltech.fi,Wholesale of plumbing and heating equipment and supplies
www.finnpneumatic.fi,Mechanical and process engineering design
www.kainuun-kanerva.fi,Temporary employment agency activities
www.majoitus.net,"Motels, guest houses and similar accommodation"
www.fimek.fi,Activities of insurance agents and brokers
www.abast.fi,Construction of residential and non-residential buildings
www.autopesukeskus.fi,Maintenance and repair of motor vehicles (excl. tyres)
www.suomenpikaliitin.fi,Wholesale of other machinery for use in industry
www.prv-asennus.fi,Installation of industrial machinery and equipment
www.pjteam.fi,Business and other management consultancy activities
www.nukula.fi,"Farmhouse, bed & breakfast accommodation"
www.ahvenistonrakennuspalvelu.fi,Construction of residential and non-residential buildings
www.futurefilm.fi,"Motion picture, video and television programme distribution activities"
www.pielisenpojat.fi,Other civil engineering n.e.c.
www.ekoantenni.fi,Electrical installation
www.sahkari.fi,Electrical installation
www.exener.fi,"Manufacture of instruments and appliances for measuring, testing and navigation"
www.arkadia.fi,Legal advisory activities
www.benalco.com,Business and other management consultancy activities
https://werth-systems.com,"Wholesale of computers, computer peripheral equipment and software"
www.korsonkoti.com,Real estate agencies
www.anpe.fi,Construction of residential and non-residential buildings
www.risetti.fi,Packaging activities
www.isonkyronlvi.fi,"Plumbing, heat and air-conditioning installation"
www.oosom.fi,Electrical installation
www.eastkey.fi,Business and other management consultancy activities
www.villikatti.fi,Child day-care homes
www.hafele.fi,Wholesale of machinery and equipment n.e.c.
www.jvlviasennus.fi,"Plumbing, heat and air-conditioning installation"
www.roivv.fi,Real estate agencies
www.rabest.fi,Construction of residential and non-residential buildings
http://www.limingantullinautogrilli.fi,Food kiosks
www.mikahonkanen.fi,Road transport terminals
www.futra.fi,Retail sale of furniture
www.iisalmenpesula.fi,Home help services for the elderly and disabled
www.lepcon.fi,Construction of residential and non-residential buildings
www.jklkarting.fi,Activities of sport clubs
www.taitovakka.fi,Temporary employment agency activities
www.adarkkitehdit.fi,Architectural activities
www.lumiruka.fi,Construction of residential and non-residential buildings
www.raijarit.fi,Other postal and courier activities
www.touhula.fi,Child day-care homes
www.villa-apollo.fi,Construction of residential and non-residential buildings
www.hansunet.fi,Landscape service activities
bussilla.fi,Taxi operation
www.transdeco.fi,Interior design activities
www.soderbergpartners.fi,Other activities auxiliary to insurance and pension funding
www.kannistooy.fi,"Wholesale of agricultural machinery, equipment and supplies"
www.merjanatunenlkv.fi,Real estate agencies
www.octfin.fi,Retail sale of fabrics
www.ykkostukku.fi,"Non-specialised wholesale of food, beverages and tobacco"
www.hekome.fi,Manufacture of metal structures and parts of structures
www.joenpienkone.fi,Letting of other real estate
https://www.freddis.fi/johannesbergsv%C3%A4gen8,Letting of other real estate
www.osmocolor.com,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
www.tynnyrimies.fi,Other retail sale via mail order houses and net commerce
www.suojax.com,Manufacture of other electrical equipment
www.tupatarvike.fi,Letting of other real estate
www.tuliniekka.fi,Other manufacture of products n.e.c.
www.setfinland.fi,Agents involved in the sale of a variety of goods
www.manu.fi,Computer programming activities
www.keyrelocation.fi,Translation and interpretation activities
www.plusminuspartners.fi,Retail sale of furniture
www.avori.fi,Real estate agencies
www.kasins.fi,Manufacture of other special-purpose machinery n.e.c.
www.nanovisio.fi,Wholesale of diagnostic instruments and medical and orthopaedic equipment
www.lansihelsinginkirjanpito.fi,Book-keeping and closing-of-accounts activities
www.apuset.fi,"Other professional, scientific and technical activities"
www.tuni.fi,Tertiary education
www.evergold.fi,Letting of other real estate
www.juhovainionsaatio.fi,Letting of other real estate
www.fresh.fi,Wholesale of fruit and vegetables
www.valokuitu.com,Electrical installation
www.amoweb.fi,Wholesale of diagnostic instruments and medical and orthopaedic equipment
www.pet-ami.fi,Veterinary activities
www.mrbig.fi,Retail sale of clothing in non-specialized stores
www.ese.fi,Construction of utility projects for electricity and telecommunications
www.mainosps.com,Advertising agency activities
www.reimgroup.com/jyvaskyla,Management of real estate on a fee or contract basis
www.managementevents.com,Other business support service activities n.e.c.
www.supernova.fi,Retail sale of other second-hand goods in stores
www.tilitsto.fi,Book-keeping and closing-of-accounts activities
www.karhupirtit.com,Renting of holiday cottages
www.heikkisilvennoinen.fi,"Motion picture, video and television programme production activities"
www.vmasfaltti.com,Other passenger land transport n.e.c.
www.robertseger.com,Photographic studio and other photographic activities
www.laaksokunnas.fi,Construction of residential and non-residential buildings
